Dates,Pollster,Sample,Influence,Approve,Disapprove,Net,Sample Size,Sample Type,End Date,Grade,Predictive Plus-Minus,Mean-reverted bias,Number of polls,cat,Bias,Adj_Approve,Adj_Disapprove,Adj_Net,Sample Priority,Grade Priority,Simple Grade,Recency,Recency Weight,Sample N Weight Raw,Sample N Weight,Combined Weight,Color
"4/3 - 4/7, 2025@@23838",Quinnipiac University,"1,407 RV@@1407",0.0,41.0,53.0,-12.0,1407.0,RV,2025-04-07,B+@@5,-0.29048395,D+0.62@@0.61745471,228.0,D+,0.62,40.69,53.31,-12.620000000000005,2.0,1.0,B+,144,0.006896551724137931,37.5099986670221,0.57461837761747,0.7477964679752869,red
"4/4 - 4/7, 2025@@23838",Harris Insights  Analytics,"1,883 RV@@1883",0.0,47.0,49.0,-2.0,1883.0,RV,2025-04-07,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,47.525,48.475,-0.9500000000000028,2.0,1.0,B,144,0.006896551724137931,43.393547907494266,0.6101651680578802,0.7940563256036001,red
"4/1 - 4/7, 2025@@23838",Rasmussen Reports,"1,500 LV@@1500",0.0,47.0,51.0,-4.0,1500.0,LV,2025-04-07,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,47.675,50.325,-2.6500000000000057,3.0,1.0,B,144,0.006896551724137931,38.72983346207417,0.5819882848043362,1.0483816551096043,red
"4/3 - 4/7, 2025@@23838",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,44.0,53.0,-9.0,1000.0,RV,2025-04-07,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,43.59,53.41,-9.819999999999993,2.0,1.0,B/C,144,0.006896551724137931,31.622776601683793,0.5390493969768073,0.7015077324794727,red
"4/4 - 4/6, 2025@@23837",Morning Consult,"2,207 RV@@2207",0.0,46.0,52.0,-6.0,2207.0,RV,2025-04-06,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,44.315,53.685,-9.370000000000005,2.0,1.0,B-,145,0.00684931506849315,46.97871858618538,0.631825785756443,0.8222390362583848,red
"3/31 - 4/4, 2025@@23835",Rasmussen Reports,"1,500 LV@@1500",0.0,48.0,51.0,-3.0,1500.0,LV,2025-04-04,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,48.675,50.325,-1.6500000000000057,3.0,1.0,B,147,0.006756756756756757,38.72983346207417,0.5819882848043362,1.0483653833029463,red
"3/28 - 4/3, 2025@@23834",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,50.0,-1.0,1500.0,LV,2025-04-03,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,49.325,0.3499999999999943,3.0,1.0,B,148,0.006711409395973154,38.72983346207417,0.5819882848043362,1.0483601049764015,red
"4/1 - 4/3, 2025@@23834",JL Partners,"1,019 RV@@1019",0.0,47.0,42.0,5.0,1019.0,RV,2025-04-03,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,46.805,42.195,4.609999999999999,2.0,1.0,B/C,148,0.006711409395973154,31.921779399024736,0.540855889851051,0.7038386378665691,green
"4/1 - 4/3, 2025@@23834",Cygnal,"1,500 LV@@1500",0.0,47.0,51.2,-4.200001,1500.0,LV,2025-04-03,A@@2,-0.74733943,D+2.04@@2.0375624,58.0,D+,2.04,45.98,52.220000000000006,-6.240000000000009,3.0,1.0,A,148,0.006711409395973154,38.72983346207417,0.5819882848043362,1.0483601049764015,red
"3/26 - 4/3, 2025@@23834",RMG Research,"3,000 RV@@3000",0.0,51.0,47.0,4.0,3000.0,RV,2025-04-03,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,49.375,48.625,0.75,2.0,1.0,B,148,0.006711409395973154,54.772255750516614,0.6789121992539866,0.8834971505728054,green
"3/27 - 4/2, 2025@@23833",Rasmussen Reports,"1,500 LV@@1500",0.0,49.0,49.0,0.0,1500.0,LV,2025-04-02,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,49.675,48.325,1.3499999999999943,3.0,1.0,B,149,0.006666666666666667,38.72983346207417,0.5819882848043362,1.0483548970275443,green
"3/31 - 4/2, 2025@@23833",Ipsos,"1,468 A@@1468",0.0,43.0,53.0,-10.0,1468.0,A,2025-04-02,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,42.055,53.945,-11.89,1.0,1.0,B-,149,0.006666666666666667,38.31448812133603,0.5794788821998575,0.46435574426948584,red
"3/30 - 4/1, 2025@@23832",YouGov,"1,626 A@@1626",0.0,46.0,49.0,-3.0,1626.0,A,2025-04-01,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,45.455,49.545,-4.090000000000003,1.0,1.0,B,150,0.006622516556291391,40.32369030731191,0.5916179306106374,0.4740779443966035,red
"3/30 - 4/1, 2025@@23832",YouGov,"1,626 A@@1626",0.0,46.0,49.0,-3.0,1626.0,A,2025-04-01,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,45.455,49.545,-4.090000000000003,1.0,1.0,B,150,0.006622516556291391,40.32369030731191,0.5916179306106374,0.4740779443966035,red
"3/27 - 4/1, 2025@@23832",Fabrizio Lee  Associates/Impact Research,"1,500 RV@@1500",0.0,46.0,51.0,-5.0,1500.0,RV,2025-04-01,B/C@@8,0.58829069,D+0.03@@0.031175993,1.0,D+,0.03,45.985,51.015,-5.030000000000001,2.0,1.0,B/C,150,0.006622516556291391,38.72983346207417,0.5819882848043362,0.757355615655974,red
"3/26 - 4/1, 2025@@23832",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-04-01,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,150,0.006622516556291391,38.72983346207417,0.5819882848043362,1.048349758058142,green
"3/30 - 3/31, 2025@@23831",John Zogby Strategies,"1,000 V@@1000",0.0,48.0,48.0,0.0,1000.0,,2025-03-31,B/C@@8,0.53317785,D+0.39@@0.38675937,4.0,D+,0.39,47.805,48.195,-0.39000000000000057,1.0,1.0,B/C,151,0.006578947368421052,31.622776601683793,0.5390493969768073,0.43194879310378376,green
"3/25 - 3/31, 2025@@23831",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-03-31,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,151,0.006578947368421052,38.72983346207417,0.5819882848043362,1.0483446867067583,green
"3/28 - 3/30, 2025@@23830",Morning Consult,"2,210 RV@@2210",0.0,47.0,50.0,-3.0,2210.0,RV,2025-03-30,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,45.315,51.685,-6.3700000000000045,2.0,1.0,B-,152,0.006535947712418301,47.01063709417264,0.6320186286252999,0.8224503853548838,red
"3/26 - 3/28, 2025@@23828",TIPP Insights,"1,452 A@@1452",0.0,44.0,45.0,-1.0,1452.0,A,2025-03-28,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,44.035,44.965,-0.9300000000000068,1.0,1.0,A-,154,0.0064516129032258064,38.1051177665153,0.5782139239538975,0.4633172216456392,red
"3/24 - 3/28, 2025@@23828",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-28,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,154,0.0064516129032258064,38.72983346207417,0.5819882848043362,1.048329865273359,green
"3/24 - 3/28, 2025@@23828",Targoz Market Research,"1,200 RV@@1200",0.0,46.0,51.0,-5.0,1200.0,RV,2025-03-28,C+@@9,0.73165476,D+1.31@@1.3137915,26.0,D+,1.31,45.345,51.655,-6.310000000000002,2.0,1.0,C+,154,0.0064516129032258064,34.64101615137755,0.5572847723236978,0.725189281146386,red
"3/27 - 3/28, 2025@@23828",YouGov,"2,609 A@@2609",0.0,50.0,50.0,0.0,2609.0,A,2025-03-28,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,49.455,50.545,-1.0900000000000034,1.0,1.0,B,154,0.0064516129032258064,51.07837115648854,0.65659476190312,0.5261230285701131,green
"3/18 - 3/27, 2025@@23827",RMG Research,"2,000 RV@@2000",0.0,52.0,45.0,7.0,2000.0,RV,2025-03-27,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,50.375,46.625,3.75,2.0,1.0,B,155,0.00641025641025641,44.721359549995796,0.6181874417350783,0.8044362222578263,green
"3/26 - 3/27, 2025@@23827",Harris Insights  Analytics,"2,746 RV@@2746",0.0,49.0,46.0,3.0,2746.0,RV,2025-03-27,B@@6,0.16244708,R+1.05@@-1.0490152,193.0,R+,-1.05,49.525,45.475,4.049999999999997,2.0,1.0,B,155,0.00641025641025641,52.40229002629561,0.6645935165156268,0.8648236144402067,green
"3/21 - 3/27, 2025@@23827",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,49.0,1.0,1500.0,LV,2025-03-27,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,48.325,2.3499999999999943,3.0,1.0,B,155,0.00641025641025641,38.72983346207417,0.5819882848043362,1.0483250514744773,green
"3/25 - 3/27, 2025@@23827",JL Partners,"1,001 RV@@1001",0.0,45.0,46.0,-1.0,1001.0,RV,2025-03-27,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,44.805,46.195,-1.3900000000000006,2.0,1.0,B/C,155,0.00641025641025641,31.63858403911275,0.5391449011772008,0.7015795829421267,red
"3/17 - 3/27, 2025@@23827",Marquette University Law School,"1,021 A@@1021",0.0,46.0,54.0,-8.0,1021.0,A,2025-03-27,A/B@@4,-0.92026073,D+0.32@@0.31545374,17.0,D+,0.32,45.84,54.16,-8.319999999999993,1.0,1.0,A/B,155,0.00641025641025641,31.953090617340916,0.5410450636423169,0.43352969843134365,red
"3/20 - 3/26, 2025@@23826",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-03-26,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,156,0.006369426751592357,38.72983346207417,0.5819882848043362,1.0483202989978744,green
"3/22 - 3/25, 2025@@23825",YouGov,"1,600 A@@1600",0.0,48.0,46.0,2.0,1600.0,A,2025-03-25,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,47.455,46.545,0.9099999999999966,1.0,1.0,B,157,0.006329113924050633,40.0,0.5896622825738267,0.4724762340116865,green
"3/19 - 3/25, 2025@@23825",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-03-25,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,157,0.006329113924050633,38.72983346207417,0.5819882848043362,1.048315606679203,green
"3/18 - 3/24, 2025@@23824",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-03-24,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,158,0.006289308176100629,38.72983346207417,0.5819882848043362,1.0483109733834082,green
"3/20 - 3/24, 2025@@23824",YouGov,"1,677 A@@1677",0.0,44.0,50.0,-6.0,1677.0,A,2025-03-24,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,43.455,50.545,-7.090000000000003,1.0,1.0,B,158,0.006289308176100629,40.95119045888654,0.5954091143804462,0.4770762337865965,red
"3/20 - 3/24, 2025@@23824",APNORC,"1,229 A@@1229",0.0,42.0,56.0,-14.0,1229.0,A,2025-03-24,,,,,,0.0,42.0,56.0,-14.0,1.0,1.0,,158,0.006289308176100629,35.05709628591621,0.5597986143507387,0.4485430406810322,red
"3/21 - 3/23, 2025@@23823",Ipsos,"1,030 A@@1030",0.0,45.0,51.0,-6.0,1030.0,A,2025-03-23,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,44.055,51.945,-7.890000000000001,1.0,1.0,B-,159,0.00625,32.09361307176243,0.5418940617615359,0.43419261698643064,red
"3/21 - 3/23, 2025@@23823",Morning Consult,"2,206 RV@@2206",0.0,47.0,51.0,-4.0,2206.0,RV,2025-03-23,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,45.315,52.685,-7.3700000000000045,2.0,1.0,B-,159,0.00625,46.968074263269514,0.6317614756775084,0.8220796202253579,red
"3/17 - 3/23, 2025@@23823",GBAO,"2,000 RV@@2000",0.0,48.0,50.0,-2.0,2000.0,RV,2025-03-23,B/C@@8,0.38478789,D+1.36@@1.3601162,14.0,D+,1.36,47.32,50.68,-3.3599999999999994,2.0,1.0,B/C,159,0.00625,44.721359549995796,0.6181874417350783,0.8044164085577707,red
"3/17 - 3/21, 2025@@23821",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,46.0,6.0,1500.0,LV,2025-03-21,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,45.325,7.349999999999994,3.0,1.0,B,161,0.006172839506172839,38.72983346207417,0.5819882848043362,1.0482974167031192,green
"2/28 - 3/20, 2025@@23820",Public Religion Research Institute,"5,025 A@@5025",0.0,43.0,54.0,-11.0,5025.0,A,2025-03-20,B/C@@8,0.10386439,D+0.01@@0.0090211583,1.0,D+,0.01,42.995,54.005,-11.010000000000005,1.0,1.0,B/C,162,0.006134969325153374,70.88723439378913,0.776274479294686,0.6219720674594232,red
"3/17 - 3/20, 2025@@23820",American Research Group,"1,100 A@@1100",0.0,45.0,51.0,-6.0,1100.0,A,2025-03-20,C+@@9,0.8181411,D+0.07@@0.069949053,280.0,D+,0.07,44.965,51.035,-6.069999999999993,1.0,1.0,C+,162,0.006134969325153374,33.166247903554,0.5483746271526603,0.43937255402538306,red
"3/14 - 3/20, 2025@@23820",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-03-20,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,162,0.006134969325153374,38.72983346207417,0.5819882848043362,1.0482930087027797,green
"3/13 - 3/19, 2025@@23819",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-19,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,163,0.006097560975609756,38.72983346207417,0.5819882848043362,1.0482886544585421,green
"3/12 - 3/19, 2025@@23819",RMG Research,"3,000 RV@@3000",0.0,53.0,45.0,8.0,3000.0,RV,2025-03-19,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,51.375,46.625,4.75,2.0,1.0,B,163,0.006097560975609756,54.772255750516614,0.6789121992539866,0.8834138007365899,green
"3/15 - 3/18, 2025@@23818",Remington Research Group,800 LV@@800,0.0,50.0,48.0,2.0,800.0,LV,2025-03-18,B-@@7,0.32252276,D+1.28@@1.2821453,55.0,D+,1.28,49.36,48.64,0.7199999999999989,3.0,1.0,B-,164,0.006060606060606061,28.284271247461902,0.5188790634994607,0.9346112586184225,green
"3/12 - 3/18, 2025@@23818",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-18,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,164,0.006060606060606061,38.72983346207417,0.5819882848043362,1.0482843529930226,green
"3/16 - 3/18, 2025@@23818",YouGov,"1,618 A@@1618",0.0,45.0,50.0,-5.0,1618.0,A,2025-03-18,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,44.455,50.545,-6.090000000000003,1.0,1.0,B,164,0.006060606060606061,40.22437072223753,0.5910178689245752,0.4735306804353263,red
"3/13 - 3/17, 2025@@23817",Global Strategy Group/GBAO Navigator Research,"1,000 RV@@1000",0.0,47.0,49.0,-2.0,1000.0,RV,2025-03-17,B/C@@8,0.80498767,D+0.82@@0.82390642,4.0,D+,0.82,46.59,49.41,-2.819999999999993,2.0,1.0,B/C,165,0.006024096385542169,31.622776601683793,0.5390493969768073,0.7014136731746409,red
"3/14 - 3/17, 2025@@23817",Beacon Research/Shaw  Co Research,994 RV@@994,0.0,49.0,51.0,-2.0,994.0,RV,2025-03-17,A@@2,-0.635562,D+1.46@@1.4624962,62.0,D+,1.46,48.27,51.73,-3.4599999999999937,2.0,1.0,A,165,0.006024096385542169,31.52776554086889,0.5384753662123368,0.7006667415774985,red
"3/11 - 3/17, 2025@@23817",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,47.0,3.0,1500.0,LV,2025-03-17,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,46.325,4.349999999999994,3.0,1.0,B,165,0.006024096385542169,38.72983346207417,0.5819882848043362,1.0482801033523885,green
"3/13 - 3/17, 2025@@23817",North Star Opinion Research,"1,000 RV@@1000",0.0,46.0,51.0,-5.0,1000.0,RV,2025-03-17,B/C@@8,0.043338995,R+0.63@@-0.62697512,13.0,R+,-0.63,46.315,50.685,-4.3700000000000045,2.0,1.0,B/C,165,0.006024096385542169,31.622776601683793,0.5390493969768073,0.7014136731746409,red
"3/3 - 3/16, 2025@@23816",Gallup,"1,002 A@@1002",0.0,43.0,53.0,-10.0,1002.0,A,2025-03-16,B+@@5,-0.096810378,R+0.57@@-0.56518364,84.0,R+,-0.57,43.285,52.715,-9.430000000000007,1.0,1.0,B+,166,0.005988023952095809,31.654383582688826,0.5392403576851008,0.4320380829836317,red
"3/14 - 3/16, 2025@@23816",Morning Consult,"2,210 RV@@2210",0.0,48.0,50.0,-2.0,2210.0,RV,2025-03-16,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,46.315,51.685,-5.3700000000000045,2.0,1.0,B-,166,0.005988023952095809,47.01063709417264,0.6320186286252999,0.8223811257501658,red
"3/10 - 3/14, 2025@@23814",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-14,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,168,0.005917159763313609,38.72983346207417,0.5819882848043362,1.0482676561801179,green
"3/13 - 3/14, 2025@@23814",Blueprint Polling,"1,400 LV@@1400",0.0,45.0,51.0,-6.0,1400.0,LV,2025-03-14,B/C@@8,0.32879567,R+0.52@@-0.52181453,8.0,R+,-0.52,45.26,50.74,-5.480000000000004,3.0,1.0,B/C,168,0.005917159763313609,37.416573867739416,0.5740539306100082,1.0339764288620503,red
"3/7 - 3/13, 2025@@23813",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-03-13,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,169,0.0058823529411764705,38.72983346207417,0.5819882848043362,1.048263604747575,green
"3/10 - 3/13, 2025@@23813",Echelon Insights,"1,007 LV@@1007",0.0,49.0,48.0,1.0,1007.0,LV,2025-03-13,B+@@5,-0.21667188,R+0.11@@-0.10818018,18.0,R+,-0.11,49.055,47.945,1.1099999999999994,3.0,1.0,B+,169,0.0058823529411764705,31.73326330524486,0.5397169273292213,0.9721254302835739,green
"3/6 - 3/13, 2025@@23813",RMG Research,"3,000 RV@@3000",0.0,54.0,44.0,10.0,3000.0,RV,2025-03-13,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,52.375,45.625,6.75,2.0,1.0,B,169,0.0058823529411764705,54.772255750516614,0.6789121992539866,0.8833845792645991,green
"3/6 - 3/12, 2025@@23812",Rasmussen Reports,"1,500 LV@@1500",0.0,52.0,47.0,5.0,1500.0,LV,2025-03-12,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,52.675,46.325,6.349999999999994,3.0,1.0,B,170,0.005847953216374269,38.72983346207417,0.5819882848043362,1.0482596007002078,green
"3/7 - 3/12, 2025@@23812",AtlasIntel,"2,550 A@@2550",0.0,47.3,52.4,-5.100002,2550.0,A,2025-03-12,A+@@1,-0.95774031,D+0.16@@0.16334188,91.0,D+,0.16,47.22,52.48,-5.259999999999998,1.0,1.0,A+,170,0.005847953216374269,50.49752469181039,0.6530854469107448,0.5232322001565616,red
"3/11 - 3/12, 2025@@23812",Ipsos,"1,422 A@@1422",0.0,44.0,52.0,-8.0,1422.0,A,2025-03-12,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,43.055,52.945,-9.89,1.0,1.0,B-,170,0.005847953216374269,37.70941526992961,0.5758231980250448,0.4613320358446265,red
"3/5 - 3/11, 2025@@23811",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,47.0,4.0,1500.0,LV,2025-03-11,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,46.325,5.349999999999994,3.0,1.0,B,171,0.005813953488372093,38.72983346207417,0.5819882848043362,1.048255643211531,green
"3/7 - 3/11, 2025@@23811",Hart Research Associates/Public Opinion Strategies,"1,000 RV@@1000",0.0,47.0,51.0,-4.0,1000.0,RV,2025-03-11,B+@@5,-0.2509338,D+0.85@@0.85034752,37.0,D+,0.85,46.575,51.425,-4.849999999999994,2.0,1.0,B+,171,0.005813953488372093,31.622776601683793,0.5390493969768073,0.7013910176942412,red
"3/9 - 3/11, 2025@@23811",YouGov,"1,699 A@@1699",0.0,47.0,47.0,0.0,1699.0,A,2025-03-11,B@@6,0.047635015,D+1.09@@1.0927403,519.0,D+,1.09,46.455,47.545,-1.0900000000000034,1.0,1.0,B,171,0.005813953488372093,41.2189276910499,0.5970267092871632,0.4783155845335529,green
"3/8 - 3/10, 2025@@23810",Emerson College,"1,000 RV@@1000",0.0,47.2,45.0,2.200001,1000.0,RV,2025-03-10,A-@@3,-0.56915331,D+0.65@@0.64701432,317.0,D+,0.65,46.875,45.325,1.5499999999999972,2.0,1.0,A-,172,0.005780346820809248,31.622776601683793,0.5390493969768073,0.7013873945634643,green
"3/4 - 3/10, 2025@@23810",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-10,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,172,0.005780346820809248,38.72983346207417,0.5819882848043362,1.0482517314741686,green
"3/6 - 3/10, 2025@@23810",Quinnipiac University,"1,198 RV@@1198",0.0,42.0,53.0,-11.0,1198.0,RV,2025-03-10,B+@@5,-0.29048395,D+0.62@@0.61745471,228.0,D+,0.62,41.69,53.31,-11.620000000000005,2.0,1.0,B+,172,0.005780346820809248,34.61213659975356,0.5571102899954921,0.7248874351328628,red
"3/7 - 3/9, 2025@@23809",Morning Consult,"2,219 RV@@2219",0.0,49.0,49.0,0.0,2219.0,RV,2025-03-09,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,47.315,50.685,-3.3700000000000045,2.0,1.0,B-,173,0.005747126436781609,47.10626285325551,0.6325963732280715,0.8231024074645712,green
"3/6 - 3/9, 2025@@23809",SSRS,"1,206 A@@1206",0.0,45.0,54.0,-9.0,1206.0,A,2025-03-09,C@@10,0.96683478,D+2.78@@2.7767856,47.0,D+,2.78,43.61,55.39,-11.780000000000001,1.0,1.0,C,173,0.005747126436781609,34.72751070837067,0.5578073487084625,0.4468870368388487,red
"3/3 - 3/9, 2025@@23809",Clarity Campaign Labs,"1,036 RV@@1036",0.0,50.0,46.0,4.0,1036.0,RV,2025-03-09,B/C@@8,0.22870669,D+1.34@@1.3394767,15.0,D+,1.34,49.33,46.67,2.6599999999999966,2.0,1.0,B/C,173,0.005747126436781609,32.18695387886216,0.5424580013112705,0.7058189166486877,green
"3/5 - 3/7, 2025@@23807",JL Partners,"1,019 RV@@1019",0.0,45.0,46.0,-1.0,1019.0,RV,2025-03-07,B/C@@8,0.19791092,D+0.39@@0.39106345,10.0,D+,0.39,44.805,46.195,-1.3900000000000006,2.0,1.0,B/C,175,0.005681818181818182,31.921779399024736,0.540855889851051,0.7037272657721062,red
"3/2 - 3/7, 2025@@23807",Rasmussen Reports,"1,500 LV@@1500",0.0,51.0,48.0,3.0,1500.0,LV,2025-03-07,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,51.675,47.325,4.349999999999994,3.0,1.0,B,175,0.005681818181818182,38.72983346207417,0.5819882848043362,1.0482402629714465,green
"3/4 - 3/7, 2025@@23807",McLaughlin  Associates,"2,000 RV@@2000",0.0,50.4,49.6,0.8000031,2000.0,RV,2025-03-07,C/D@@12,1.4121989,R+1.70@@-1.6967322,29.0,R+,-1.7,51.25,48.75,2.5,2.0,1.0,C/D,175,0.005681818181818182,44.721359549995796,0.6181874417350783,0.8043461599848463,green
"2/28 - 3/6, 2025@@23806",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-06,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,176,0.005649717514124294,38.72983346207417,0.5819882848043362,1.04823652652894,green
"3/4 - 3/6, 2025@@23806",TIPP Insights,"1,720 RV@@1720",0.0,43.0,48.0,-5.0,1720.0,RV,2025-03-06,A-@@3,-0.57137179,R+0.07@@-0.070992939,51.0,R+,-0.07,43.035,47.965,-4.930000000000007,2.0,1.0,A-,176,0.005649717514124294,41.47288270665544,0.5985610358223987,0.77880568672259,red
"3/5 - 3/6, 2025@@23806",Trafalgar Group/Insider Advantage,800 RV@@800,0.0,49.5,45.3,4.200001,800.0,RV,2025-03-06,,,,,,0.0,49.5,45.3,4.200000000000003,2.0,1.0,,176,0.005649717514124294,28.284271247461902,0.5188790634994607,0.675129086575852,green
"3/3 - 3/6, 2025@@23806",RMG Research,"2,000 RV@@2000",0.0,51.0,47.0,4.0,2000.0,RV,2025-03-06,B@@6,0.27802283,D+3.25@@3.2477651,28.0,D+,3.25,49.375,48.625,0.75,2.0,1.0,B,176,0.005649717514124294,44.721359549995796,0.6181874417350783,0.8043421911389184,green
"2/27 - 3/5, 2025@@23805",Rasmussen Reports,"1,500 LV@@1500",0.0,50.0,48.0,2.0,1500.0,LV,2025-03-05,B@@6,0.087015256,R+1.35@@-1.3521063,797.0,R+,-1.35,50.675,47.325,3.3499999999999943,3.0,1.0,B,177,0.0056179775280898875,38.72983346207417,0.5819882848043362,1.0482328320689336,green
"2/27 - 3/5, 2025@@23805",Morning Consult,"34,217 A@@34217",0.0,48.74,44.66,4.080002,34217.0,A,2025-03-05,B-@@7,0.58499432,D+3.37@@3.3696144,114.0,D+,3.37,47.055,46.345,0.7100000000000009,1.0,1.0,B-,177,0.0056179775280898875,184.97837711473198,1.4655818642844354,1.0525520901316683,green
"3/3 - 3/5, 2025@@23805",Cygnal,"1,500 LV@@1500",0.0,47.4,50.7,-3.299999,1500.0,LV,2025-03-05,A@@2,-0.74733943,D+2.04@@2.0375624,58.0,D+,2.04,46.379999999999995,51.720000000000006,-5.3400000000000105,3.0,1.0,A,177,0.0056179775280898875,38.72983346207417,0.5819882848043362,1.0482328320689336,red
"3/3 - 3/4, 2025@@23804",Ipsos,"1,174 A@@1174",0.0,44.0,51.0,-7.0,1174.0,A,2025-03-04,B-@@7,0.44289753,D+1.89@@1.8925899,116.0,D+,1.89,43.055,51.945,-8.89,1.0,1.0,B-,178,0.00558659217877095,34.26368339802363,0.555005031343966,0.44462414242862974,red
